순번,ID,주소,음식분류,업소명,전화번호,영업시간,좌석수,주차,홈페이지,가능언어,예약가능,영유아시설,조식여부,디저트여부,메뉴,업소소개,지하철정보,버스정보
139,453,대구광역시 중구 공평동 31-1,한식,핀투대박양념오뎅,053-422-3592,08:30 ~ 24:00,18,주차불가,없음,기타 (),예약 불가(전화요망),불가능,불가능,불가능,"대박떡볶이 1인분 4,000원 <br />잎새만두 1인분 4,000원 <br />납작만두 1인분 4,000원<br /><br /><br />",대구백화점 옆에 위치한 양념오뎅이 맛있는 집.,버스 정류장은 CGV대구한일앞정류장이 가장 가깝습니다.,"156, 309, 425, 323, 427, 521, 724, 939, 980, 106"
140,447,대구광역시 중구 공평동 56-3,한식,원주통닭,053-424-5129,11:00 - 22:00,20석,주차불가,없음,기타 (),가능,불가능,불가능,불가능,"튀김통닭 19,000원 <br />양념통닭 20,000원 <br />반반통닭 20,000원 <br />야채찜닭 24,000원<br />",옛날 통닭맛을 느낄 수 있는 곳.<br />골목에 위치.,지하철 1호선 중앙로역 2번 출구 약 480m<br />,버스 정류장은 삼덕성당앞정류장이 가장 가깝습니다.
141,445,대구광역시 중구 종로2가 63,한식,소두불,053-252-9430,07:00 ~ 22:30,50석,주차불가,없음,기타 (),가능,불가능,가능,불가능,"돼지국밥 8,500원 <br />순대국밥 8,500원 <br />내장국밥 8,500원<br />","옛날 성당시장에 있던 식당이었으나 현재의 위치로 이전.<br />쫄깃한 식감의 순대와 수육, 국밥이 유명한 곳.",지하철 1호선 중앙로역 1번 출구 약 280m,버스 정류장은 약령시건너정류장이 가장 가깝습니다.
142,439,대구광역시 중구 사일동 79,한식,동성로떡볶이(2호점),053-424-8716,10:00 ~ 21:00,40석,주변유료주차장,없음,기타 (),가능,불가능,불가능,불가능,"동성로떡볶이 4,000원 <br />모듬떡볶이 6,000원 <br />치즈떡볶이 5,000원<br />순대떡볶이 5,000원 <br />",동성로 떡볶이골목에 위치한 원조집.<br />즉석 떡볶이 형태로 먹은 후 밥을 볶아 먹을 수 있습니다.,지하철 1호선 중앙로역 2번 출구 약 220m,버스 정류장은 약령시앞정류장이 가장 가깝습니다.
143,435,대구광역시 중구 남산동 586-11,한식,서울보쌈,053-252-8006,05:00 ~ 23:00,50석,4대,없음,기타 (),가능,불가능,가능,가능,"보쌈 24,000원 ~ 48,000원 <br />수육 20,000원 ~ 39,000원 <br />암뽕 22,000원<br />",서울보쌈은 이름앞에 원조라는 말이 붙어 있다.<br />아닌게 아니라 [남문시장 돼지보쌈골목]에서 가장 먼저 보쌈을 판매한 원조 가게 이다.<br />서울에서 부모님의 보쌈 식당 개성보쌈 에서 배워와 1983년 이곳에 자리를 잡았다.,지하철 1호선 명덕역 7번 출구 약 610m,버스 정류장은 남문아파트앞정류장이 가장 가깝습니다.
144,370,대구광역시 중구 동인동1가 332-3,한식,봉산찜갈비,053-425-4203,09:00 ~ 21:00,140석(룸1),30대,없음,영어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비 30,000원 <br />호주산 찜갈비 22,000원 <br />갈비살 찌개 8,000원<br /><br />","대구 특유의 더운 날씨에 맞게 양질의 소갈비에 마늘과 고춧가루, 천연양념으로 맛을 낸 봉산찜갈비는 맛뿐만 아니라 건강보양식, 스테미너용으로 최고의 음식입니다. <br />","지하철 1호선 칠성시장역 3번 출구 약 588m이며, 약 10분 거리.",버스 정류장은 동인치안센터앞정류장이 가장 가깝습니다.
145,368,대구광역시 중구 동인동1가 300-1,한식,월성찜갈비,053-424-6942,09:00 ~ 24:00,72석,5대,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비 30,000원 <br />수입육 찜갈비 22,000원 <br />갈비살 찌개 8,000원<br /><br /><br />",저희 업소는 48년 전통을 2대째 이어오고 있습니다. 직접 간 마늘과 고춧가루로 입맛을 돋우는 찜갈비를 만들고 있습니다. 그리고 저희 업소는 청결과 친절을 최우선으로 합니다.<br />,"지하철은 1호선 칠성시장역 3번 출구 약 644m 이며, 도보로 약 11분 거리.",버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
146,367,대구광역시 중구 동인동1가 298-3,한식,유진찜갈비,053-425-7184,09:30 ~ 21:00,120석,6대,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비(200g) 30,000원 <br />수입산 찜갈비(200g) 22,000원 <br />소고기찌개 8,000원<br />","1970년대부터 자리잡아 3대째 내려오는 향토음식점입니다. 고춧가루, 다진마늘, 갖은 양념을 넣어 졸인 갈비찜이 대표메뉴입니다. 예전의 맛을 그대로 이어가고자 노력하고 있습니다.<br />","지하철 1호선 칠성시장역 3번 출구 약 614m 이며, 도보로 약 11분 거리",버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
147,364,대구광역시 중구 동인동1가 310-3,한식,동원찜갈비,053-427-1430,09:00 ~ 23:00,150석(룸1),10대,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비(200g) 30,000원 <br />호주산 찜갈비(200g) 20,000원 <br />갈비살찌개 8,000원<br />",명물거리 동인동 찜갈비 골목에 위치한 동원찜갈비는 1960년대부터 자리 잡아 지금도 변하지 않은 맛을 유지하는 대구의 향토음식점입니다.,"지하철 1호선 칠성시장역 3번 출구 약 660m 이며, 도보로 약 11분 거리",버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
148,336,대구광역시 중구 남산동 298-21,한식,남문납작만두,053-257-1440,10:00 ~ 18:30,28석,없음,없음,기타 (),가능,불가능,불가능,불가능,"납작만두(소) 3,500원 <br />비빔밥 5,000원 <br />냉국수 4,000원<br />",71년도 부터 남문시장에서 자리를 잡은 남문납작만두는 48년 이상 대구를 대표하는 음식인 대구 납작만두의 원조격입니다.<br />,"지하철 1호선 반월당역 1번 출구 약 388m이며, 도보로 약 5분 거리",버스 정류장은 남문시장앞  정류장이 가장 가깝습니다.
149,318,대구광역시 중구 대신동 138,일식,미림,053-554-6636,11:30 ~ 20:00,50석(룸2),없음,없음,기타 (),가능,불가능,불가능,불가능,"돈까스 10,000원 <br />어묵우동 8,000원 <br />냄비우동 5,000원<br /><br /><br />","미림 식당은 오랜 역사를 자랑하는 돈까스 전문점으로, 1962년에 문을 열어 지금까지 대구 시민들에게 사랑받고 있는 곳입니다.",지하철 3호선 서문시장역 2번출구 약 220m,버스 정류장은 섬유회관건너1 정류장이 가장 가깝습니다.
150,271,대구광역시 중구 동인동1가 298-9,한식,산호찜갈비식당,053-422-2523,10:00 ~ 22:00,95석(룸1),4대,없음,기타 (),가능,불가능,불가능,가능,"찜갈비(한우+육우) 26,000원 <br />소고기찌개 8,000원<br />",[산호갈비찜]은 79년 부터 2대째 대를 이어 내려온 갈비찜 전문점입니다.,지하철 1호선 칠성시장역 3번 출구 약 620m,버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
151,264,대구광역시 중구 동인동1가 297-1,한식,낙영찜갈비,053-423-3330,10:00 ~ 21:00,136석,50대,www.nakyoung.com/,영어 일본어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비(180g) 30,000원 <br />미국산 찜갈비(180g) 22,000원 <br />쇠고기찌개 9,000원<br />",낙영찜갈비는 1972년 술대포집부터 시작하여 이후 대를이어 전통을 이어가는 동인동의 명가 입니다. 육질 좋은 쇠고기만을 엄선하여 독특한 양념의 맛을 느낄 수 있는 갈비찜과 갈비찜만큼이나 인기 있는 쇠고기 찌개가 주 메뉴 입니다.,지하철 1호선 칠성시장역 3 번출구 약 570m,버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
152,259,대구광역시 중구 동인동1가 334-1,한식,수복찜갈비,053-423-8667,10:00 ~ 21:00,54석(룸2),10대,없음,중국어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비(200g) 30,000원 <br />호주산 찜갈비 (200g) 22,000원 <br />쇠고기 찌개 9,000원<br /><br /><br />",갈비를 직접 칼손질하여 100% 갈비만을 사용하기 때문에 육질이 매우 부드럽고 쫄깃하며 감칠맛이 납니다.<br /><br />,"지하철 1호선 칠성시장역 3번 출구 약 618m 이며, 도보로 약 11분 거리",버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
153,247,"대구광역시 중구 대봉동 214, 11층",일식,힛또,053-256-6868,11:00 ~ 20:00,116,대백프라자주차장,없음,영어 기타 (),가능,불가능,불가능,가능,"특초밥정식 31,000원 <br />모듬초밥 17,000원 <br />히레카츠 16,000원<br />","대백프라자 10층에 위치하고 있는 힛또는 스위스까스, 나가사끼탕면(생면)등 인기 있는 메뉴를 가지고 있으며 업주가 계속적인 연구 노력하는 업체이다.<br />",지하철 3호선 대봉교역 4번 출구 약 110m,버스 정류장은 대백프라자건너 정류장이 가장 가깝습니다.
154,235,대구광역시 중구 동인동1가 322-2,한식,벙글벙글찜갈비,053-424-6881,09:00 ~ 22:00,120석(룸2),18대,없음,영어 일본어 중국어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비(180g) 30,000원 <br />미국산 찜갈비(180g) 22,000원 <br />소고기찌개 9,000원<br /><br /><br />","50년 전통을 자랑하는 벙글벙글찜갈비는 화려한 맛보다 기본(위생, 건강, 맛)에 충실하고자 합니다. 진한 양파물에 최상의 갈비를 알맞게 삶아 국내산 마늘과 고춧가루를 듬뿍 넣어 맛과 건강을 동시에 잡은 찜갈비는 최고의 보양식이라 자부합니다. 백년가게로 선정된 벙글벙글찜갈비는 세대가 바뀌어도 변하지 않는 맛을 이어갈 것을 약속드립니다.<br />","지하철 1호선 칠성시장역 3번 출구 약 626m 이며, 도보로 약 10분 거리",버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
155,232,대구광역시 중구 전동 20-1,한식,한우장식당,053-257-1125,24시간,56,주변유료주차장이용,없음,일본어 기타 (),가능,불가능,불가능,가능,"설렁탕 9,000원 <br />따로국밥 8,000원 <br />꼬리곰탕 15,000원<br />",대구에서 설렁탕을  제대로 하는 몇안되는 집이라고 자랑하는 한우장은 지난 25년동안 모든 야채와 고기를 직접 시장에 가서 고르고 사오는 정성이 있었기 때문에 지금의 한우장이 있다고 하신다.,지하철 1호선 중앙로역 4번 출구 약 210m,버스 정류장은 만경관앞 정류장이 가장 가깝습니다.
156,225,대구광역시 중구 종로1가 41-35,일식,종로초밥,053-252-0321,11:00 ~ 22:00,50석,유료주차장,없음,기타 (),가능,불가능,불가능,불가능,"광어회 50,000원 <br />모둠회 40,000원 <br />무침회 20,000원<br />",초밥과 함께 국물 맛이 산뜻하고 구수한 오뎅탕이 일품이다.편안한 분위기에서 부담없는 가격으로 즐길수 있다.,지하철 1호선 중앙로역 1번 출구 약 260m,버스 정류장은 약령시건너(동성로입구)  정류장이 가장 가깝습니다.
157,223,대구광역시 중구 남산동 921-5,일식,삼삼구이초밥,053-425-3392,12:00 ~ 23:30,70석,유료주차(1시간무료),없음,일본어 기타 (),가능,불가능,불가능,불가능,"회덮밥 9,000원 <br />미주구리 30,000원 <br />점심특선 6,000원<br />","활어회, 장어구이에 회초밥과 우동까지 저렴한 가격에 한 끼 식사를 겸한 술 한 잔 하기 딱 좋은 집이다. 곁들임 안주의 종류와 양이 푸짐하기로 유명하다.",지하철 1호선 반월당역 3번 출구 약 75m,버스 정류장은 반월당역(1번출구)1 정류장이 가장 가깝습니다.
158,219,대구광역시 중구 남일동 92,중식,중화반점,053-425-6839,11:30 ~ 21:00 (브레이크타임 14:00~15:00/16:00~17:00),136석(룸4),유료주차,없음,기타 (),가능,불가능,불가능,가능,"야끼우동 12,000원 <br />야끼밥 12,500원 <br />미니탕수육 22,000원<br />",[중화반점]은 40년 이상 전통의 야끼우동 전문점입니다. 야끼우동은 쫄깃쫄깃한 면과 다양한 채소들로 식감이 아주 좋습니다.,"지하철 1호선 중앙로역 2번 출구에서 약 130m이며, 도보로 약 2분 거리",버스 정류장은 약령시 앞 정류장이 가장 가깝습니다.
159,217,대구광역시 중구 종로2가 20,중식,영생덕,053-255-5777,11:40 ~ 21:00,40석,없음,없음,중국어 기타 (),가능,불가능,불가능,가능,"짜장면 5,000원 <br />짬뽕 6,500원<br />볶음밥 7,000원<br />",중국인이 운영하는 곳으로서 만두가 유명하다.한국적 입맛과 중국풍을 가미하여 색다른 맛을 낸다.<br />30년 넘게 중국식 만두를 찾는 손님으로 항상 붐비는 집이다.,지하철 1호선 중앙로역 1번 출구 약 260m,버스 정류장은 만경관건너 정류장이 가장 가깝습니다.
160,205,대구광역시 중구 포정동 69-1,한식,황소식당,053-421-9930,12:00 ~ 24:00,84석(룸2),주차불가,없음,영어 기타 (),가능,불가능,불가능,가능,"돌솥정식 15,000원 <br />육회비빔밥 15,000원<br />생고기 50,000원 <br />육회 50,000원<br />","토속적인 음식을 잘 조리하여 중장년층의 단골손님이 많으며, 대구10味 생고기와 돌솥밥은 황소식당의 대표 메뉴입니다.<br /><br /><br />",지하철 1호선 중앙로역 3번 출구 약 40m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.
161,204,대구광역시 중구 동인동2가 108-9,한식,한옥집 동인점,053-425-8653,10:00 ~ 21:30,60석,없음,없음,영어 기타 (),불가,불가능,불가능,가능,"김치찜 10,000원<br />김치찌개 9,000원<br />","한옥집은 김치와 사골 육수, 돼지고기의 맛이 어울어져 든든한 한끼를 제공하고 있는 김치찜 전문점입니다.",지하철 1호선 칠성시장역 3번 출구 약 750m,버스 정류장은 동인치안센터앞 정류장이 가장 가깝습니다.
162,196,대구광역시 중구 종로2가 66-6,한식,종로숯불갈비,053-252-7197,11:50 ~ 22:00 (브레이크타임 15:00~17:00),120석(룸5),9대,없음,영어 기타 (),가능,불가능,불가능,가능,"육회 200g 30,000원<br />갈비살 100g 28,000원<br />양념 돼지갈비 200g 12,000원<br />",종로숯불갈비는 30년 이상의 전통을 자랑하는 돼지갈비 전문점입니다.,지하철 1호선 반월당역 15번 출구 약 300m,버스 정류장은 약령시건너 정류장이 가장 가깝습니다.
163,189,대구광역시 중구 동성로2가 54-1,한식,상주식당,053-425-5924,10:00 ~ 19:00,88석(룸4),유료주차,없음,일본어 기타 (),가능,불가능,불가능,불가능,"추어탕 11,000원",대구에서 가장 오래된 추어탕 집으로 경상도 추어탕의 정수로 영남 지방은 물론 전국의 추어탕 마니아들과 미식가들이 많이 찾는 음식점으로 유명합니다.,지하철 1호선 중앙로역 2번 출구 약 250m,버스 정류장은 CGV대구한일 앞 정류장이 가장 가깝습니다.
164,188,대구광역시 중구 동산동 120,한식,부창생갈비,053-255-0968,11:00 ~ 21:30,56석,20대,없음,영어 기타 (),가능,불가능,불가능,가능,"부창생갈비(150g) 32,000원 <br />안창살(100g) 35,000원<br /><br />","40여년동안 단일메뉴인 생갈비만을 전문으로 하는 오랜 전통의 한우갈비집입니다. 시골집 밥상이 떠오르는 정갈한 기본찬들과 손맛 가득한 젓갈장, 소고기뭇국을 곁들여 참숯에 구워먹는 100% 순한우갈비 맛이 일품이며, 직접 담근 재래된장으로 끓여낸 푸짐한 된장찌개와 구수한 비지가 깊은 맛을 냅니다.<br />",지하철은 3호선 서문시장역 1번 출구 도보로 약 450m,버스 정류장은 섬유회관건너2 정류장이 가장 가깝습니다.
165,187,대구광역시 중구 공평동 8-4,한식,부산안면옥,053-424-9389,11:00 ~ 20:30,176석,주변유료주차,없음,기타 (),가능,불가능,불가능,불가능,"평양냉면 12,000원<br />함흥(비빔)냉면 12,000원<br />어복쟁반 75,000원<br />",저희 부산안면옥은 1905년 평양에서 시작되어 한국전쟁으로 부산을 거쳐 1969년 대구에 자리잡은 이래 같은 자리에서 56년간 변치않은 원조 평양냉면을 자랑하고 있습니다. 4대째 이어오고 있는 저희 가게는 한우 양지를 우려낸 깔끔한 냉면육수와 한우 사골로 진하게 맛을 낸 온육수를 자랑하며 한결같은 맛으로 많은 사랑을 받고 있습니다.<br />,지하철 1호선 중앙로역 3번 출구 약 550m,버스 정류장은 2.28기념중앙공원건너2  정류장이 가장 가깝습니다.
166,182,대구광역시 중구 대안동 12,한식,마산설렁탕,053-254-4317,08:00 ~ 20:30,70,2대,없음,기타 (),가능,불가능,가능,불가능,"설렁탕 12,000원 <br />수육 40,000~50,000원<br /><br />",30년 가까운 전통을 자랑하는 업소로 푹 고은 진한 사골국물맛이 일품이다. 가마솥에 한우사골을 24시간 우려내어 고소하고 담백하다.<br /><br />,지하철 1호선 중앙로역 4번 출구 약 250m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.
167,181,대구광역시 중구 계산동2가 6,한식,마당갈비,053-255-2324,11:30 ~ 21:30(브레이크타임 14:30 ~ 16:30),56석(룸2),없음,없음,기타 (),가능,불가능,불가능,가능,"갈비 11,000원 <br />갈비찜 12,000원<br />",1984년 오픈한 이래 갈빗대가 붙은 진짜 돼지갈비만을 꾸준히 취급해온 돼지갈비 전문점입니다.<br /><br />,지하철 3호선 달성공원역 1번 출구 약 35m,버스 정류장은 수창초등학교 정류장이 가장 가깝습니다.
168,180,대구광역시 중구 삼덕동2가 223-3,한식,마당,053-423-1352,17:00 ~ 21:00,70석,없음,없음,기타 (),가능,불가능,불가능,가능,"양념갈매기살(150g) 14,000원 <br />잔치국수 6,000원<br />비빔국수 7,000원<br />냉면 7,000원",22년째 이어오는 갈매기살 전문점으로 갈매기살 한가지만 취급한다.단백하면서도 깔끔한 맛은 한번 찾은 손님은 꼭 다시 찾게 되는 업소이다.끝에 먹는 잔치국수 또한 별미이다.<br /><br />,지하철 2호선 경대병원역 4번 출구 약 370m,버스정류장은 경북대학교병원앞 정류장이 가장 가깝습니다.
169,179,대구광역시 중구 대봉동 18-8,한식,로타리식당,053-256-7983,12:00 ~ 22:00,40석(룸7),4,없음,기타 (),가능,불가능,불가능,가능,"추어탕 10,000원 <br />솔잎돼지고기 35,000원 <br />미꾸라지튀김 35,000원<br />",[로타리식당]은 옛날 추어탕을 맛볼 수 있는 업소로 할머니가 전통 추어탕 그대로 조리하여 인기를 모으는 집입니다.<br /><br />,지하철 2호선 경대병원역 3번 출구 약 340m,버스 정류장은 청구타운 건너 정류장이 가장 가깝습니다.
170,178,대구광역시 중구 계산동1가 70-5,한식,동아전복,053-255-1235,10:00 ~ 20:30 (16:00~17:00 브레이크타임),60석,3대,없음,기타 (),가능,불가능,불가능,가능,"전복죽 17,000원<br />전복회덮밥 25,000원<br />전복구이(1kg) 100,000원<br />",싱싱한 전복죽이 별미로 한번 맛본 손님은 다시 찾게 된다.,지하철 2호선 반월당역 18번 출구 약 350m,버스 정류장은 곽병원건너 정류장이 가장 가깝습니다.
171,176,대구광역시 중구 공평동 16-21,한식,대하닭갈비,053-427-3331,11:00 ~ 21:00 (15:00~17:00 브레이크타임),22석,주변유료주차,없음,영어 기타 (),가능,불가능,불가능,가능,"닭갈비 13,000원 <br />막국수 7,000원 <br />치즈사리 3,500원 <br />볶음밥 2,500원<br />","이곳 대표님은 춘천에서 닭갈비 관련 일을 하시다가 대구로 내려 오셨습니다.<br /> 20년 동안의 노하우를 바탕으로 언제나 신선한 재료와 소스를 사용하여 항상 최고의 맛을 내왔고, 특히 소스는 누구도 흉내낼수 없는 대하만의 자랑이라고 하시네요.",지하철 1호선 중앙로역 2번 출구 약 500m,버스 정류장은 2.28기념중앙공원앞 정류장이 가장 가깝습니다.
172,174,대구광역시 중구 동산동 180-20,한식,대동면옥,053-255-4450,11:00 ~ 20:00,100석,유료주차장,없음,기타 (),전화 요망,불가능,불가능,가능,"평양물냉면 10,000원 <br />함흥비빔냉면 10,000원 <br />한우갈비탕 15,000 <br />수육 30,000원<br />",55년 내력이 있는 집이다. 대구를 대표하는 냉면전문점으로 변함없는 사랑을 받고 있다. 처음방문하는 사람은 업소를 찾기도 어렵다. 차도 들어가지 못하는 좁은 골목이 30년 전통을 말해 주고 있다.<br />먹기 전에 나오는 뜨거운 육수의 맛이 각별하다.<br />,지하철 1호선 중앙로역 4번 출구 약 980m,버스 정류장은 섬유회관건너2 정류장이 가장 가깝습니다.
173,173,대구광역시 중구 향촌동 74-5,한식,녹양,053-257-1796,11:00 ~ 22:30,30석,없음,없음,기타 (),가능,불가능,불가능,불가능,"생고기 40,000 ~ 60,000원 <br />모듬스페샬 80,000원 <br />곱창전골 40,000 ~ 60,000원","[녹양]은 1973년 부터 46년 이상 영업하고 있는 오래된 음식점입니다. 생고기, 육회가 대구의 향토음식으로 자리매김하는데 노력하였다.한우 생고기만을 취급하고 있으며, 장류는 영업자가 직접 제조하여 녹양만의 비법을 자랑하고 있다.",지하철 1호선 중앙로역 4번 출구 약 110m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.
174,171,대구광역시 중구 향촌동 74-7,한식,너구리,053-427-9292,10:00 ~ 22:00,60석,주차불가,없음,일본어 기타 (),가능,불가능,불가능,가능,"육회 20,000~30,000원 <br />한우뭉티기 30,000원 <br />국수 2,000원<br />","너구리식당 은 한우 뭉티기와 육회를 중심으로, 부담 없이 곁들이기 좋은 국수까지 같이 즐길 수 있는 오래된 생고기집입니다<br /><br /><br />",지하철 1호선 중앙로역 4번 출구 약 70m,버스 정류장은 경상감영공원건너 정류장이 가장 가깝습니다.
175,167,대구광역시 중구 동산동 106-1,한식,국일생갈비,053-254-5115,11:30 ~ 21:30,160석(룸9),50(국제유료주차장2시간무료이용),www.gugilgalbi.co.kr,영어 일본어 중국어 기타 (),가능,불가능,불가능,가능,"한우생갈비 32,000원 <br />한우특생갈비 45,000원<br />한우안창살 38,000원<br />",[국일생갈비]는 40년째 1등급 한우만을 고집한 갈비 명가로 한우 생갈비 전문점입니다.,지하철 3호선 서문시장역 1번 출구 약 290m,버스 정류장은 섬유회관앞 정류장이 가장 가깝습니다.
176,166,대구광역시 중구 전동 7-1,한식,국일따로국밥,053-253-7623,24시간,150석(룸1),건물뒤유료주차장,없음,영어 기타 (),가능,불가능,가능,가능,"특따로국밥(국수) 12,000원<br />따로국밥 10,000원<br />따로국수 10,000원<br />","1946년 [국일따로국밥]의 창업자인 서동술 할아버지, 김이순 할머니가 옛날부터 전해 내려오는 쇠고기 국밥을 조리해 왔고, 대구 따로국밥의 원조 기술을 전수받아 딸(최영자)에게 대를 이어 운영하고 있습니다.",지하철 1호선 중앙로역 4번 출구 약 180m,버스 정류장은 약령시앞 정류장이 가장 가깝습니다.
177,165,대구광역시 중구 포정동 52-2,한식,교동따로식당,053-254-8923,24시간,60석,주변유료주차장,없음,기타 (),가능,불가능,가능,가능,"따로국밥 10,000원 <br />선지술국 12,000원 <br />소머리수육 26,000원<br />",한우사골을 엄선하여 10시간 이상 고아낸 국물을 우려낸 후 매일 매일 들어오는 신선한 야채와 선지를 함께 조리하여 한국인 특히 경상도 분들의 입맛에 맞는 대구 대표 음식이다.,지하철 1호선 중앙로역 4번 출구 약 250m,버스 정류장은 만경관앞 정류장이 가장 가깝습니다.
178,164,대구광역시 중구 삼덕동1가 21-25,한식,개정 본점,053-424-7050,11:00 ~ 21:30,130,주차장없음.주변유료주차장이용,없음,영어 기타 (),가능,불가능,불가능,가능,"물냉면/비빔냉면 12,000원 <br />전주비빔밥 12,000원 <br />전주특육회비빔밥 14,000원 <br />치즈돌솥비빔밥 15,000원<br />육회 30,000원<br />","대구에서 한식으로 명성을 떨치고 있는 개정은 전주비빔밥, 돌솥밥, 냉면등이 유명한 곳입니다. <br /><br />","지하철 1호선 중앙로역 2번 출구 약 600m이며, 도보로 약 5분 거리.",버스 정류장은 삼덕성당앞 정류장이 가장 가깝습니다.
